Age,Budget,Interet,Duree,Climat,Destination
29,4998,Culture,19,Froid,Sydney
69,4823,Plage,28,Chaud,Londres
29,2342,Aventure,18,Chaud,Londres
19,4533,Plage,27,Tempéré,Le Caire
37,1513,Nature,11,Chaud,Tokyo
28,1717,Nature,19,Froid,Londres
27,1871,Nature,29,Tempéré,Tokyo
25,2485,Nature,25,Tempéré,Le Caire
61,676,Plage,23,Froid,Rome
19,3784,Nature,28,Froid,New York
33,4681,Nature,6,Tempéré,Barcelone
45,985,Ville,21,Tempéré,Rome
54,4101,Ville,29,Tempéré,Rome
44,898,Aventure,14,Tempéré,Sydney
30,3125,Culture,18,Froid,Rio de Janeiro
65,1747,Ville,15,Froid,Tokyo
59,3787,Plage,26,Chaud,Rome
69,751,Ville,15,Tempéré,Rio de Janeiro
40,3768,Culture,18,Froid,Paris
68,2266,Plage,19,Chaud,Rome
50,2821,Ville,12,Froid,Sydney
61,3612,Aventure,17,Froid,Barcelone
51,3942,Culture,6,Tempéré,Tokyo
66,1527,Culture,18,Tempéré,Londres
56,4045,Ville,17,Froid,Paris
38,4083,Culture,17,Chaud,Sydney
27,4220,Plage,2,Tempéré,Sydney
50,3260,Ville,11,Froid,Tokyo
55,2535,Ville,11,Chaud,Barcelone
38,4917,Ville,11,Froid,Bali
49,2532,Nature,13,Chaud,New York
29,1878,Ville,22,Tempéré,Bali
31,575,Ville,24,Chaud,Sydney
34,3397,Aventure,19,Chaud,Paris
48,2441,Nature,17,Chaud,Londres
23,2437,Nature,12,Froid,Londres
33,3883,Plage,26,Tempéré,Rome
32,3557,Ville,6,Tempéré,Paris
47,3199,Ville,21,Froid,Bali
26,2867,Aventure,8,Tempéré,Paris
64,1187,Nature,5,Froid,Barcelone
63,828,Plage,12,Tempéré,Sydney
42,511,Plage,7,Froid,Rome
24,1230,Ville,7,Chaud,Rio de Janeiro
55,3218,Culture,19,Froid,Paris
69,3493,Ville,6,Froid,Tokyo
68,1436,Culture,15,Chaud,Bali
30,1549,Nature,5,Froid,Le Caire
29,3747,Nature,17,Froid,Londres
43,2543,Culture,6,Tempéré,Barcelone
23,3987,Culture,2,Tempéré,Tokyo
59,2411,Aventure,19,Tempéré,New York
60,2146,Culture,15,Tempéré,Le Caire
48,749,Aventure,3,Froid,New York
42,2701,Culture,29,Tempéré,New York
24,4155,Nature,13,Froid,Tokyo
33,4880,Ville,11,Tempéré,New York
57,2947,Plage,28,Chaud,Barcelone
39,1089,Nature,29,Tempéré,Paris
45,4680,Aventure,6,Tempéré,Tokyo
31,1167,Aventure,16,Chaud,New York
54,3501,Nature,22,Chaud,Tokyo
37,2858,Ville,8,Tempéré,Rome
47,3667,Plage,24,Chaud,Paris
66,2051,Aventure,19,Chaud,Londres
30,2349,Culture,17,Tempéré,Rio de Janeiro
47,3883,Aventure,12,Chaud,Barcelone
21,3512,Culture,17,Froid,Rio de Janeiro
56,2534,Aventure,28,Tempéré,Londres
43,580,Aventure,24,Tempéré,Sydney
18,3719,Ville,23,Chaud,Rome
64,932,Ville,16,Tempéré,Le Caire
58,3442,Culture,21,Chaud,Londres
58,2244,Culture,7,Tempéré,Paris
34,1693,Plage,5,Froid,Londres
35,1222,Ville,15,Tempéré,Rome
59,2445,Plage,3,Chaud,Rio de Janeiro
28,2892,Ville,23,Chaud,Barcelone
39,3490,Culture,13,Froid,New York
34,1893,Culture,12,Froid,Tokyo
24,1140,Nature,21,Chaud,Sydney
47,3120,Nature,25,Froid,Londres
60,2036,Aventure,6,Chaud,Paris
49,789,Plage,10,Chaud,Barcelone
42,1132,Culture,19,Tempéré,Bali
58,2449,Plage,22,Tempéré,New York
47,4606,Plage,10,Tempéré,Rio de Janeiro
18,2330,Plage,29,Chaud,Tokyo
67,2291,Culture,15,Chaud,Paris
55,4222,Culture,21,Chaud,Paris
46,3247,Culture,4,Tempéré,New York
48,1571,Culture,27,Tempéré,Barcelone
61,4966,Ville,23,Chaud,Bali
58,2957,Ville,21,Froid,Bali
68,3765,Culture,29,Chaud,Bali
58,4051,Nature,28,Tempéré,Barcelone
53,4775,Culture,10,Froid,Sydney
50,564,Plage,13,Tempéré,Le Caire
46,2035,Aventure,25,Tempéré,Tokyo
54,4761,Ville,2,Tempéré,Sydney
54,4822,Ville,3,Chaud,Barcelone
54,1955,Aventure,9,Froid,Tokyo
51,4100,Plage,15,Chaud,Rio de Janeiro
38,1697,Aventure,20,Froid,Londres
57,2075,Nature,16,Froid,Barcelone
55,1001,Plage,3,Chaud,Tokyo
41,4397,Nature,8,Tempéré,Sydney
62,3211,Ville,2,Froid,Rio de Janeiro
55,2082,Nature,4,Froid,Londres
29,3933,Nature,13,Tempéré,New York
63,831,Nature,15,Chaud,Sydney
36,1118,Plage,22,Tempéré,Barcelone
50,902,Nature,7,Chaud,Barcelone
22,1005,Plage,14,Froid,Barcelone
56,1297,Culture,7,Tempéré,Barcelone
46,2613,Ville,14,Chaud,Londres
54,4529,Nature,23,Chaud,Barcelone
57,1833,Ville,20,Froid,Rio de Janeiro
27,2662,Aventure,26,Tempéré,New York
49,3276,Culture,5,Froid,Bali
22,2252,Aventure,5,Tempéré,Sydney
63,4198,Plage,20,Froid,Londres
56,760,Nature,28,Tempéré,Londres
61,1751,Aventure,13,Chaud,Le Caire
58,4911,Nature,7,Froid,Bali
66,4050,Ville,5,Froid,Le Caire
41,3646,Ville,8,Froid,Tokyo
64,868,Aventure,22,Tempéré,Bali
61,1428,Plage,13,Froid,Rio de Janeiro
62,4304,Nature,7,Froid,Barcelone
22,519,Ville,22,Tempéré,Sydney
65,4023,Ville,29,Tempéré,Le Caire
58,4488,Culture,23,Froid,Bali
65,4594,Culture,29,Chaud,Barcelone
24,1868,Nature,13,Tempéré,Paris
38,1071,Nature,13,Froid,Rome
28,2296,Nature,28,Froid,New York
23,1151,Nature,7,Tempéré,Sydney
58,4727,Ville,9,Chaud,Le Caire
68,3278,Nature,15,Chaud,Le Caire
34,1638,Aventure,4,Tempéré,Rome
43,2003,Culture,4,Froid,Paris
34,4025,Ville,13,Tempéré,Londres
26,3046,Ville,16,Chaud,Bali
38,3740,Ville,29,Chaud,Rome
65,3374,Plage,29,Froid,Rome
25,1923,Plage,8,Tempéré,Bali
58,4404,Plage,2,Chaud,Paris
22,877,Plage,14,Chaud,Sydney
50,1565,Plage,10,Froid,Bali
21,2209,Plage,3,Froid,Bali
39,641,Ville,20,Chaud,Tokyo
42,3873,Culture,25,Chaud,Rome
21,1864,Culture,21,Chaud,Barcelone
26,2715,Ville,9,Tempéré,Sydney
60,4840,Ville,6,Froid,Bali
53,1539,Ville,5,Chaud,Rio de Janeiro
57,3064,Culture,8,Tempéré,New York
52,1176,Culture,10,Chaud,Barcelone
22,2374,Culture,6,Froid,Sydney
18,3777,Nature,5,Chaud,Bali
42,2805,Culture,3,Chaud,Rio de Janeiro
60,2381,Aventure,9,Tempéré,New York
41,1340,Culture,22,Froid,Bali
40,2680,Aventure,24,Froid,Tokyo
24,2822,Nature,23,Froid,Bali
46,2890,Ville,4,Chaud,Rio de Janeiro
44,2347,Culture,23,Froid,Sydney
69,979,Plage,7,Chaud,New York
53,1163,Nature,27,Froid,Le Caire
62,2924,Ville,3,Tempéré,Rio de Janeiro
54,3524,Ville,19,Tempéré,Paris
39,2869,Ville,14,Chaud,Rio de Janeiro
18,1325,Culture,21,Froid,Le Caire
30,517,Nature,21,Chaud,Le Caire
19,2635,Aventure,7,Tempéré,Sydney
49,1490,Aventure,19,Tempéré,Tokyo
30,3570,Culture,28,Chaud,Rome
46,3349,Culture,23,Chaud,Tokyo
45,4645,Nature,24,Tempéré,Rome
42,2312,Culture,15,Tempéré,Tokyo
24,4933,Culture,4,Chaud,Tokyo
62,652,Nature,14,Froid,Rio de Janeiro
21,3872,Plage,20,Froid,Rio de Janeiro
64,3571,Aventure,7,Froid,Rio de Janeiro
30,2788,Nature,14,Froid,Le Caire
29,2938,Plage,21,Tempéré,Barcelone
69,2350,Aventure,28,Tempéré,New York
59,2376,Nature,18,Chaud,Sydney
22,3402,Plage,2,Tempéré,Sydney
38,4754,Nature,6,Tempéré,Rio de Janeiro
40,3720,Culture,9,Froid,Sydney
44,2354,Aventure,18,Tempéré,Le Caire
46,1074,Aventure,27,Chaud,Paris
69,1035,Culture,26,Chaud,Rio de Janeiro
55,1370,Aventure,16,Tempéré,Rio de Janeiro
59,4774,Ville,12,Chaud,Rome
68,1033,Nature,27,Chaud,Londres
58,4775,Nature,8,Froid,Tokyo
60,4626,Ville,25,Chaud,Rome
42,3569,Plage,19,Froid,Rio de Janeiro
29,2954,Ville,12,Chaud,New York
64,3496,Plage,5,Chaud,Londres
18,1164,Nature,25,Chaud,Rome
44,4655,Culture,10,Chaud,Paris
61,3030,Ville,15,Froid,Rome
45,1171,Aventure,29,Froid,Londres
26,2965,Aventure,17,Froid,Tokyo
36,1767,Culture,24,Froid,Sydney
49,1200,Plage,19,Tempéré,Paris
39,4073,Culture,20,Chaud,Rio de Janeiro
64,1642,Plage,10,Froid,Sydney
49,1786,Ville,18,Froid,Tokyo
51,1852,Culture,14,Tempéré,Le Caire
60,1330,Nature,28,Froid,Bali
23,2185,Nature,19,Chaud,Barcelone
47,1569,Plage,26,Froid,Rio de Janeiro
50,4407,Aventure,12,Froid,Barcelone
58,3680,Aventure,25,Froid,Rome
56,3251,Culture,28,Chaud,Paris
61,900,Plage,19,Froid,Londres
18,4015,Nature,13,Tempéré,Tokyo
56,4901,Ville,22,Froid,Tokyo
27,2649,Nature,15,Chaud,Rio de Janeiro
31,3407,Plage,26,Tempéré,Sydney
19,1048,Ville,4,Chaud,Barcelone
22,2310,Nature,6,Froid,Le Caire
26,682,Culture,17,Froid,Bali
58,670,Culture,10,Tempéré,Tokyo
53,4193,Aventure,9,Chaud,Rio de Janeiro
44,728,Plage,27,Chaud,Sydney
31,1005,Plage,10,Froid,Le Caire
39,2357,Nature,20,Chaud,Londres
43,2461,Plage,11,Froid,Tokyo
42,4505,Aventure,21,Chaud,Sydney
39,2518,Nature,6,Chaud,Paris
55,3931,Ville,28,Chaud,Barcelone
28,1760,Plage,10,Froid,Paris
41,4344,Nature,14,Froid,Tokyo
36,1386,Plage,28,Tempéré,Sydney
29,2868,Aventure,5,Chaud,Barcelone
63,3645,Plage,19,Chaud,Paris
64,856,Ville,27,Froid,Sydney
50,1522,Nature,29,Chaud,New York
54,4944,Culture,7,Chaud,Rio de Janeiro
67,2869,Nature,8,Tempéré,Barcelone
42,851,Culture,13,Froid,Sydney
59,3325,Ville,23,Tempéré,Londres
41,4604,Ville,2,Froid,Londres
61,3532,Plage,10,Froid,Sydney
28,4939,Plage,13,Tempéré,Tokyo
38,4738,Nature,16,Froid,Bali
47,3727,Nature,18,Froid,Le Caire
67,1709,Aventure,26,Chaud,Rome
34,2932,Culture,25,Tempéré,Sydney
40,2623,Nature,13,Froid,Rio de Janeiro
38,3220,Ville,28,Tempéré,Bali
22,728,Culture,26,Chaud,Barcelone
19,2894,Plage,15,Froid,Bali
26,2245,Plage,19,Froid,Londres
67,1909,Culture,4,Tempéré,New York
27,4681,Nature,12,Chaud,Rome
61,4636,Aventure,6,Froid,New York
45,2445,Culture,19,Tempéré,Londres
43,1940,Plage,15,Froid,Rio de Janeiro
41,2761,Culture,15,Froid,New York
62,2434,Aventure,13,Chaud,Tokyo
66,4505,Aventure,16,Tempéré,Le Caire
33,4446,Culture,14,Tempéré,Rio de Janeiro
32,3088,Nature,26,Tempéré,Rio de Janeiro
18,1600,Culture,27,Froid,Londres
63,2558,Plage,21,Tempéré,New York
47,2136,Nature,2,Tempéré,Sydney
57,4661,Nature,25,Froid,New York
24,2832,Nature,16,Tempéré,Barcelone
25,3060,Culture,18,Tempéré,Le Caire
48,1873,Ville,22,Chaud,Sydney
67,3927,Aventure,26,Chaud,Bali
47,1091,Aventure,15,Chaud,Paris
54,616,Aventure,12,Tempéré,Rome
28,1473,Nature,26,Chaud,Paris
69,2706,Nature,26,Tempéré,Bali
62,1959,Culture,23,Chaud,Londres
46,3991,Nature,4,Chaud,Londres
64,4192,Plage,3,Chaud,Bali
50,4512,Plage,25,Froid,Rio de Janeiro
37,1583,Nature,6,Chaud,Rome
18,1514,Aventure,19,Froid,Londres
39,1237,Ville,19,Chaud,Barcelone
43,3491,Culture,5,Froid,Bali
24,3053,Ville,7,Froid,Paris
23,838,Plage,16,Chaud,Londres
66,4049,Nature,4,Froid,Rome
40,2843,Ville,22,Tempéré,Rio de Janeiro
38,1622,Nature,17,Chaud,Tokyo
37,1847,Culture,27,Chaud,Bali
56,2072,Plage,5,Chaud,Tokyo
65,2325,Plage,15,Tempéré,Le Caire
69,2135,Nature,4,Tempéré,Rome
20,534,Nature,4,Tempéré,Bali
36,4143,Nature,11,Froid,Rio de Janeiro
34,1108,Aventure,18,Tempéré,Rome
21,1847,Ville,7,Chaud,Paris
67,3259,Ville,12,Tempéré,Rio de Janeiro
22,1554,Aventure,18,Tempéré,Barcelone
59,1175,Culture,2,Tempéré,Rome
67,1479,Culture,22,Tempéré,Barcelone
47,2106,Ville,3,Froid,Bali
18,1110,Nature,25,Chaud,Paris
50,4727,Ville,12,Froid,New York
55,1484,Culture,11,Froid,Londres
44,3084,Culture,24,Froid,Bali
60,3563,Aventure,4,Froid,Rome
30,4662,Plage,19,Chaud,Paris
69,2223,Aventure,12,Froid,Rio de Janeiro
37,1927,Plage,4,Tempéré,New York
31,2803,Ville,15,Froid,Londres
33,3262,Plage,9,Froid,Rio de Janeiro
60,3831,Aventure,9,Chaud,Bali
59,3417,Aventure,7,Froid,Rio de Janeiro
45,4774,Culture,29,Froid,Londres
31,929,Culture,8,Tempéré,Bali
57,3161,Culture,7,Froid,Tokyo
34,3353,Nature,20,Froid,Paris
57,2984,Plage,25,Chaud,Bali
39,3227,Culture,8,Chaud,Le Caire
65,3188,Culture,20,Froid,Bali
39,4180,Aventure,4,Froid,Paris
38,3883,Plage,24,Chaud,Rio de Janeiro
64,1687,Aventure,28,Froid,Londres
27,1081,Aventure,13,Tempéré,Barcelone
24,3663,Ville,27,Chaud,Tokyo
42,1318,Ville,20,Tempéré,Barcelone
50,742,Culture,19,Tempéré,Rio de Janeiro
40,3878,Nature,29,Froid,Barcelone
46,2141,Plage,8,Tempéré,Bali
63,2798,Aventure,5,Froid,New York
52,2325,Aventure,12,Froid,Tokyo
29,1893,Ville,12,Tempéré,Rome
36,2792,Ville,14,Tempéré,New York
62,2874,Ville,7,Froid,Tokyo
65,4921,Culture,28,Chaud,Le Caire
33,4497,Culture,20,Tempéré,Rio de Janeiro
28,2367,Plage,20,Froid,Bali
55,3292,Culture,11,Froid,Rome
35,2918,Aventure,24,Chaud,Paris
40,1006,Nature,20,Chaud,Rome
66,1060,Culture,16,Tempéré,Londres
50,4093,Plage,18,Chaud,Londres
22,4886,Plage,15,Froid,Londres
29,2618,Plage,26,Froid,Paris
36,2371,Nature,5,Tempéré,New York
67,3385,Nature,15,Froid,Sydney
30,3688,Ville,16,Chaud,Rome
58,4946,Plage,16,Froid,Londres
46,3828,Ville,11,Chaud,Barcelone
21,1585,Aventure,12,Chaud,Le Caire
51,3347,Plage,2,Tempéré,Paris
35,2870,Culture,26,Tempéré,Barcelone
38,3526,Nature,27,Tempéré,Paris
23,1487,Culture,27,Tempéré,Rio de Janeiro
59,3821,Ville,12,Tempéré,Le Caire
24,1328,Ville,12,Tempéré,Bali
30,1250,Ville,10,Chaud,Rome
32,585,Plage,22,Tempéré,Rio de Janeiro
63,2925,Aventure,24,Chaud,Rio de Janeiro
55,1789,Ville,22,Chaud,Paris
39,2813,Ville,14,Tempéré,Londres
43,3158,Nature,9,Chaud,Rio de Janeiro
50,4802,Aventure,28,Froid,Tokyo
68,3384,Nature,10,Chaud,New York
27,1012,Aventure,22,Froid,Bali
48,2359,Ville,23,Tempéré,Londres
53,2287,Plage,20,Froid,New York
48,3964,Aventure,11,Froid,Tokyo
65,3183,Aventure,19,Chaud,Barcelone
50,4822,Culture,6,Chaud,Bali
61,576,Plage,19,Tempéré,Barcelone
55,4553,Culture,24,Chaud,New York
38,3095,Plage,11,Chaud,Le Caire
32,2680,Ville,7,Froid,Rio de Janeiro
47,1296,Aventure,29,Tempéré,Paris
30,2379,Aventure,29,Chaud,Londres
42,4237,Aventure,22,Tempéré,Barcelone
53,2342,Aventure,23,Tempéré,Sydney
19,763,Plage,5,Froid,Rome
55,4042,Aventure,20,Froid,Le Caire
52,603,Culture,14,Chaud,Tokyo
25,4073,Aventure,27,Froid,Bali
57,4035,Nature,18,Chaud,Rome
53,4182,Culture,28,Froid,Le Caire
41,3803,Aventure,3,Froid,Paris
29,2892,Nature,14,Froid,Rome
47,4966,Nature,29,Froid,Rome
61,3178,Aventure,6,Froid,Paris
62,2159,Ville,9,Froid,New York
65,3985,Plage,22,Tempéré,Londres
31,894,Plage,11,Tempéré,New York
23,596,Plage,8,Tempéré,Le Caire
18,2166,Culture,9,Tempéré,Londres
22,2361,Nature,25,Froid,Rome
66,1920,Aventure,3,Tempéré,Tokyo
51,4318,Ville,6,Froid,Le Caire
18,2096,Ville,20,Tempéré,Le Caire
18,4454,Plage,25,Tempéré,Paris
57,4571,Ville,28,Froid,Paris
19,1352,Aventure,19,Tempéré,New York
38,2010,Plage,24,Tempéré,Tokyo
37,3362,Nature,2,Tempéré,Bali
23,1438,Ville,11,Froid,Barcelone
66,1607,Nature,15,Froid,Le Caire
27,2989,Culture,7,Chaud,Londres
42,4258,Culture,22,Tempéré,Rome
60,1047,Plage,29,Froid,Sydney
44,2820,Aventure,9,Froid,Le Caire
23,4802,Nature,21,Froid,Rio de Janeiro
29,3846,Nature,25,Tempéré,Le Caire
49,780,Aventure,28,Froid,Sydney
46,1197,Culture,21,Chaud,Paris
59,4627,Nature,14,Froid,Barcelone
62,2746,Ville,15,Froid,New York
30,1039,Nature,26,Chaud,Paris
26,3315,Nature,20,Tempéré,New York
58,3510,Aventure,7,Froid,Sydney
66,3837,Aventure,19,Tempéré,Paris
48,4035,Culture,24,Tempéré,Sydney
66,2532,Culture,22,Chaud,New York
29,4542,Plage,9,Chaud,New York
34,667,Nature,17,Tempéré,Rio de Janeiro
64,710,Ville,23,Froid,Sydney
46,1770,Aventure,22,Chaud,Le Caire
54,4893,Aventure,9,Tempéré,Bali
41,629,Plage,3,Tempéré,New York
35,2917,Plage,2,Froid,Rome
41,1435,Ville,21,Chaud,New York
35,3954,Aventure,18,Tempéré,Tokyo
33,4137,Plage,27,Tempéré,Le Caire
35,2457,Ville,18,Froid,Rio de Janeiro
31,4902,Culture,13,Chaud,New York
25,1422,Culture,18,Froid,Londres
37,751,Aventure,14,Froid,Tokyo
39,3854,Plage,7,Tempéré,Le Caire
33,1942,Culture,25,Chaud,Bali
23,1675,Culture,21,Tempéré,Paris
19,1780,Plage,11,Chaud,Le Caire
34,4520,Aventure,19,Froid,New York
66,3875,Aventure,21,Chaud,Le Caire
34,3627,Ville,21,Tempéré,Barcelone
20,1793,Culture,18,Chaud,Rio de Janeiro
36,1525,Nature,9,Chaud,Londres
64,4989,Culture,24,Chaud,Barcelone
37,1139,Aventure,2,Tempéré,Tokyo
48,4532,Plage,19,Tempéré,New York
36,719,Plage,4,Tempéré,Tokyo
19,4687,Nature,21,Froid,Londres
64,880,Plage,10,Froid,Rio de Janeiro
59,4576,Aventure,16,Froid,Paris
49,2124,Ville,18,Chaud,Londres
39,3884,Nature,13,Tempéré,Le Caire
52,3736,Ville,4,Chaud,Rome
33,3966,Plage,14,Froid,Paris
24,884,Ville,12,Froid,Barcelone
57,4376,Ville,15,Chaud,New York
48,994,Culture,2,Chaud,Paris
23,1577,Aventure,26,Chaud,Rio de Janeiro
56,3445,Ville,20,Froid,Tokyo
34,2347,Culture,13,Chaud,Londres
31,1047,Plage,10,Tempéré,Barcelone
21,3866,Culture,5,Froid,Barcelone
62,3846,Nature,27,Chaud,Le Caire
43,3196,Ville,7,Chaud,Tokyo
47,1243,Plage,8,Tempéré,Rio de Janeiro
68,1619,Nature,15,Chaud,Tokyo
44,3018,Nature,9,Froid,Bali
32,3374,Culture,13,Chaud,Bali
43,2273,Nature,24,Froid,Barcelone
33,3900,Culture,21,Chaud,Londres
55,1163,Aventure,6,Tempéré,Paris
29,3417,Aventure,4,Tempéré,Paris
53,3001,Aventure,4,Froid,Londres
60,691,Nature,19,Tempéré,Sydney
36,1534,Nature,4,Froid,Tokyo
69,606,Plage,16,Froid,Barcelone
69,3580,Culture,11,Froid,Sydney
26,935,Plage,19,Tempéré,Rio de Janeiro
64,3682,Ville,8,Froid,Sydney
22,1187,Culture,15,Chaud,Paris
35,2136,Aventure,22,Tempéré,New York
64,4345,Plage,14,Chaud,Barcelone
25,3096,Ville,2,Tempéré,Tokyo
48,4348,Aventure,14,Froid,Londres
22,4486,Aventure,24,Tempéré,Tokyo
35,1616,Plage,17,Tempéré,Londres
49,2323,Aventure,4,Froid,Paris
32,2266,Nature,11,Tempéré,Tokyo
19,1818,Ville,20,Chaud,Le Caire
42,4483,Aventure,12,Chaud,Le Caire
52,4491,Plage,27,Chaud,Tokyo
23,1460,Aventure,5,Tempéré,Le Caire
38,1987,Plage,13,Tempéré,Le Caire
51,4630,Plage,12,Tempéré,Rome
63,1761,Aventure,11,Froid,Tokyo
32,921,Aventure,25,Froid,Londres
18,1398,Ville,17,Froid,Paris
66,2636,Aventure,22,Chaud,Rio de Janeiro
25,750,Aventure,20,Tempéré,Paris
39,3999,Ville,19,Chaud,Rome
39,3910,Ville,16,Froid,Bali
64,3611,Ville,9,Tempéré,Londres
51,4533,Aventure,13,Tempéré,Sydney
23,2140,Ville,4,Chaud,Bali
27,4171,Culture,18,Tempéré,Le Caire
50,3835,Ville,2,Tempéré,Tokyo
31,4793,Nature,3,Chaud,Rome
28,4589,Aventure,26,Froid,Londres
55,4911,Nature,4,Chaud,Rome
28,3867,Plage,5,Chaud,Rio de Janeiro
47,4036,Culture,17,Froid,Sydney
35,2655,Culture,11,Chaud,Rio de Janeiro
51,2597,Ville,17,Tempéré,Rio de Janeiro
58,610,Plage,9,Froid,Sydney
20,2757,Plage,26,Froid,Barcelone
49,1040,Culture,10,Tempéré,Barcelone
20,3702,Culture,4,Tempéré,Tokyo
56,3517,Aventure,17,Chaud,Londres
20,2817,Plage,8,Froid,Le Caire
27,2228,Aventure,18,Chaud,Rome
53,2077,Aventure,23,Tempéré,Sydney
46,1310,Aventure,3,Froid,Rio de Janeiro
42,2036,Plage,25,Froid,Sydney
41,3979,Aventure,27,Chaud,New York
18,4618,Culture,2,Tempéré,Sydney
43,4206,Nature,29,Froid,Barcelone
42,2393,Aventure,12,Chaud,Sydney
61,1286,Aventure,8,Tempéré,Londres
33,2429,Plage,13,Tempéré,Londres
53,1566,Plage,22,Tempéré,Rio de Janeiro
28,4144,Aventure,6,Tempéré,Rome
31,2182,Nature,13,Tempéré,Bali
42,3624,Nature,17,Froid,Rio de Janeiro
38,4170,Plage,9,Chaud,New York
61,3105,Aventure,11,Froid,Rome
41,4263,Nature,14,Chaud,Sydney
64,1197,Nature,22,Chaud,Paris
21,3167,Plage,24,Froid,Bali
18,3652,Culture,9,Tempéré,Paris
34,2383,Plage,10,Froid,Le Caire
62,2555,Plage,18,Froid,Bali
50,4438,Ville,19,Tempéré,Le Caire
50,4873,Aventure,25,Chaud,Paris
42,530,Culture,8,Chaud,Rio de Janeiro
35,3328,Plage,15,Froid,Paris
27,4687,Plage,18,Froid,Paris
22,1771,Culture,4,Chaud,Rome
46,1575,Nature,28,Tempéré,Sydney
37,1851,Culture,20,Chaud,Rio de Janeiro
51,4844,Aventure,24,Tempéré,Le Caire
52,2175,Culture,25,Tempéré,Le Caire
36,4606,Aventure,3,Froid,Le Caire
36,3005,Nature,4,Froid,Barcelone
55,2978,Nature,29,Tempéré,Londres
50,3997,Aventure,29,Froid,Londres
55,1259,Nature,15,Tempéré,Tokyo
54,1643,Culture,11,Chaud,Le Caire
40,850,Ville,11,Froid,Barcelone
20,4919,Ville,3,Froid,Londres
51,3891,Culture,9,Tempéré,Paris
26,3479,Ville,29,Tempéré,Sydney
38,4124,Aventure,7,Tempéré,Londres
21,2863,Aventure,22,Froid,Rio de Janeiro
27,2619,Aventure,26,Tempéré,Tokyo
54,2382,Nature,8,Chaud,Rio de Janeiro
59,4756,Plage,18,Tempéré,Sydney
35,3654,Ville,19,Chaud,New York
51,2603,Nature,25,Tempéré,Rio de Janeiro
51,1117,Ville,18,Chaud,Londres
47,748,Nature,7,Froid,Rio de Janeiro
68,4518,Aventure,4,Chaud,Barcelone
33,4170,Culture,7,Tempéré,Rio de Janeiro
38,3206,Aventure,29,Tempéré,Londres
42,3258,Ville,25,Tempéré,Paris
26,924,Plage,12,Froid,Londres
45,916,Plage,11,Chaud,Barcelone
57,2135,Culture,18,Chaud,Paris
53,3330,Culture,19,Froid,Le Caire
54,685,Ville,26,Froid,Tokyo
33,2508,Culture,28,Chaud,Sydney
49,3812,Culture,7,Tempéré,Bali
34,4404,Aventure,19,Froid,New York
62,1501,Aventure,28,Froid,Le Caire
29,4384,Aventure,24,Froid,Sydney
33,1277,Culture,10,Chaud,Rome
27,1203,Ville,6,Tempéré,Tokyo
55,3608,Culture,3,Froid,Tokyo
20,1168,Nature,3,Froid,Rome
22,714,Plage,7,Chaud,Sydney
57,3561,Ville,5,Tempéré,Rio de Janeiro
67,3778,Ville,26,Chaud,Sydney
31,3000,Ville,2,Tempéré,Rio de Janeiro
65,4036,Plage,22,Chaud,Sydney
35,4281,Nature,5,Froid,Rio de Janeiro
28,4469,Plage,21,Tempéré,Rio de Janeiro
53,3687,Aventure,29,Chaud,Le Caire
46,1489,Plage,19,Froid,Londres
26,4987,Ville,6,Froid,Le Caire
39,4330,Culture,22,Chaud,Londres
21,4284,Culture,24,Tempéré,Barcelone
25,4276,Culture,10,Tempéré,Tokyo
50,4056,Culture,18,Chaud,Bali
61,614,Aventure,25,Tempéré,Sydney
61,4162,Nature,7,Chaud,Paris
50,1330,Culture,24,Tempéré,Sydney
48,4523,Plage,12,Chaud,Paris
52,3152,Nature,9,Froid,New York
68,646,Aventure,12,Tempéré,New York
32,997,Culture,22,Tempéré,Barcelone
42,2687,Ville,19,Chaud,Tokyo
28,2253,Plage,19,Chaud,Barcelone
41,756,Plage,8,Chaud,Paris
51,1023,Nature,11,Tempéré,Barcelone
35,4747,Aventure,5,Tempéré,Paris
69,2235,Nature,14,Froid,Barcelone
32,1601,Nature,25,Froid,Paris
51,4497,Ville,17,Froid,Paris
48,2598,Nature,12,Froid,Barcelone
41,2571,Plage,17,Froid,Tokyo
65,3577,Aventure,23,Tempéré,New York
33,4761,Nature,26,Tempéré,Londres
44,2460,Aventure,7,Froid,Londres
24,3803,Nature,5,Froid,New York
22,4968,Culture,20,Chaud,Tokyo
60,717,Nature,16,Tempéré,Rio de Janeiro
20,2143,Plage,14,Tempéré,Londres
28,4918,Aventure,12,Froid,Tokyo
32,624,Ville,25,Tempéré,Tokyo
36,4303,Culture,2,Tempéré,New York
64,1456,Nature,16,Tempéré,Tokyo
28,1464,Plage,26,Tempéré,Tokyo
41,4665,Aventure,27,Froid,Paris
41,1171,Plage,24,Tempéré,Bali
65,4992,Culture,29,Chaud,New York
45,4376,Nature,13,Tempéré,Bali
23,1870,Aventure,4,Tempéré,Rio de Janeiro
33,1085,Nature,18,Tempéré,Barcelone
69,4366,Plage,6,Tempéré,Le Caire
54,4927,Nature,24,Froid,Sydney
33,1153,Nature,11,Tempéré,Rio de Janeiro
18,2925,Ville,23,Froid,Rio de Janeiro
18,4979,Nature,17,Chaud,Le Caire
35,4101,Plage,24,Froid,Rome
62,2186,Nature,25,Chaud,Barcelone
56,4731,Ville,13,Froid,Londres
